source,source_record_id,source_address,external_id,distance_m,operator_match,address_similarity,name_similarity,postcode_conflict,eligible,match_method,external_title,external_address,external_operator,external_source_url
evie,ev_01340,"2 Coast Hospital Rd, Little Bay NSW 2036, Australia",7655,27.32,True,1.0,0.0,False,True,nearby_identity,Prince Henry Centre – Little Bay,2 Coast Hospital Road  Little Bay 2036,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01398,"234 Miller St, North Sydney NSW 2060, Australia",5827,92.0,True,0.5,0.0,False,True,nearby_identity,25 Ridge Street Parking – North Sydney,25 Ridge Street  North Sydney 2060,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01439,"2-8 Turramurra Ave, Turramurra NSW 2074, Australia",5961,27.3,True,1.0,0.0,False,True,nearby_identity,Gilroy Lane Car Park – Turramurra,2-8 Turramurra Ave  Turramurra 2074,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01512,"374 Peel St, Tamworth NSW 2340, Australia",6730,0.0,True,1.0,0.0,False,True,nearby_identity,Centrepoint Tamworth,"374 Peel Street, Tamworth  Tamworth 2340",Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01520,"3A Cowell St, Gladesville NSW 2111, Australia",7286,15.36,True,1.0,0.0,False,True,nearby_identity,3A Cowell Street Parking – Gladesville,3A Cowell Street  Gladesville 2111,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01615,"592 Anzac Pde, Kingsford NSW 2032, Australia",7711,62.9,True,0.667,0.0,False,True,nearby_identity,594 Anzac Parade Parking – Kingsford,594 Anzac Parade  Kingsford 2032,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01615,"592 Anzac Pde, Kingsford NSW 2032, Australia",5841,474.81,True,0.222,0.0,False,False,,88 Houston Road Parking – Kingsford,88-90 Houston Road  Kingsford 2032,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01621,"60-62 Amherst St, Cammeray NSW 2062, Australia",7287,24.6,True,0.714,0.0,False,True,nearby_identity,60-62 Amherst Street Parking – Cammeray,60-62 Amhurst Street  Cammeray 2062,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01621,"60-62 Amherst St, Cammeray NSW 2062, Australia",7756,147.45,True,0.5,0.0,False,True,nearby_identity,Cammeray Square,Corner Miller St & Amherst St  Cammeray 2062,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01640,"65 Hume St, Crows Nest NSW 2065, Australia",5772,54.45,True,0.375,0.0,False,False,,Hume Street Parking – Crows Nest,Pole Lane  Crows Nest 2065,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01640,"65 Hume St, Crows Nest NSW 2065, Australia",6819,462.82,True,0.222,0.0,False,False,,Mall 88 – St Leonards,88 Christie St  St Leonards 2065,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01692,"8 Stanley St, Bathurst, NSW, 2795, Australia",7320,204.04,False,0.429,0.0,False,False,,10 Elizabeth Street Parking – Bathurst,10 Elizabeth Street  Bathurst 2795,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01711,"85 South St, Ulladulla NSW 2539, Australia",6579,93.61,True,1.0,0.0,False,True,nearby_identity,Ulladulla Shopping Centre,85 South St  Ulladulla 2539,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01712,"850 Woodville Rd, Villawood 2163, NSW",7185,89.52,True,0.833,0.0,False,True,nearby_identity,Timezone – Villawood,824-850 Woodville Rd  Villawood 2163,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01716,"872 Anzac Pde, Maroubra, NSW, 2035",5822,282.98,True,1.0,0.0,False,True,exact_address_within_500m,827 Anzac Parade Parking – Maroubra,872 Anzac Parade  Maroubra 2035,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01716,"872 Anzac Pde, Maroubra, NSW, 2035",5866,303.04,True,0.667,0.0,False,False,,772 Anzac Parade Parking – Maroubra,772 Anzac Parade  Maroubra 2035,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01727,"9 Vickery Ave, Rose Bay NSW 2029, Australia",5963,112.81,True,1.0,0.0,False,True,nearby_identity,Lyne Park – Rose Bay,9 Vickery Ave  Rose Bay 2029,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01735,"924 Anzac Pde, Maroubra NSW 2035, Australia",5822,60.74,True,0.667,0.0,False,True,nearby_identity,827 Anzac Parade Parking – Maroubra,872 Anzac Parade  Maroubra 2035,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01752,"Brewer St, Concord NSW 2137, Australia",6577,143.52,True,0.5,0.0,False,True,nearby_identity,Concord Community Church,26 Bent St  Concord 2137,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01760,"Cnr Cumberland Hwy & Cabramatta Rd W, Cabramatta NSW 2166, Australia",7319,91.32,False,0.375,0.0,False,False,,Hungry Jack’s – Cabramatta,401 Cabramatta Rd  Cabramatta 2166,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01776,"Gouldsbury St, Mosman NSW 2088, Australia",4607,108.61,True,0.8,0.0,False,True,nearby_identity,46 Gouldsbury Street Parking – Mosman,46 Gouldsbury St  Mosman 2088,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01776,"Gouldsbury St, Mosman NSW 2088, Australia",6008,250.59,True,0.286,0.0,False,False,,Mosman Village Green,6 Myahgah Rd  Mosman 2088,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01776,"Gouldsbury St, Mosman NSW 2088, Australia",5360,398.7,True,0.5,0.0,False,False,,188 Raglan Street Parking – Mosman,188 Raglan St  Mosman 2088,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01789,"Queens Rd, Five Dock NSW 2046, Australia",5947,366.96,True,0.429,0.0,False,False,,Five Dock Leisure Centre,William St  Five Dock 2046,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01853,"106 Parraween St, Cremorne NSW 2090, Australia",7674,17.9,True,1.0,0.0,False,True,nearby_identity,106 Parraween Street Parking – Cremorne,106 Parraween Street  Cremorne 2090,Evie Networks,https://evie.com.au/find-a-charger/
evie,ev_01892,"1215 Anzac Pde, Matraville, NSW, 2036",5855,320.01,True,0.111,0.0,False,False,,Pioneers Park Sportsfields – Malabar,3 Franklin St  Malabar 2036,Evie Networks,https://evie.com.au/find-a-charger/
ampol,ev_00006,"1 Bay St, Sydney, 2037",0000025108,80.46,False,0.667,0.0,False,False,nearby_identity,AmpCharge Broadway Sydney Shopping Centre,1 Bay St Glebe 2037,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00067,"105 Station Rd, Sydney, 2147",0000022136,13.12,True,0.444,0.0,False,True,nearby_identity,Ampol Foodary Seven Hills Station Rd,105 Station Rd Cnr Powers Rd Seven Hills 2147,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00092,"11-37 Alexandria Pde, Sydney, 2077",0000022810,211.07,False,0.071,0.0,False,False,,Ampol Foodary Waitara,59-61 Pacific Hwy Cnr Unwin Rd Waitara 2077,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00107,"12 Hume Hwy, Pheasants Nest, 2574",0000023205,42.77,True,0.857,0.0,False,True,nearby_identity,Ampol Foodary Pheasants Nest Southbound,Lot 12 Hume Hwy Pheasants Nest 2574,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00107,"12 Hume Hwy, Pheasants Nest, 2574",0000023220,391.68,True,0.556,0.0,False,False,,Ampol Foodary Pheasants Nest Northbound,Lots 1 & 2 Hume Hwy Pheasants Nest 2574,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00108,"12 Hume Hwy, Pheasants Nest, 2574",0000023220,110.06,True,0.556,0.0,False,True,nearby_identity,Ampol Foodary Pheasants Nest Northbound,Lots 1 & 2 Hume Hwy Pheasants Nest 2574,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00108,"12 Hume Hwy, Pheasants Nest, 2574",0000023205,367.41,True,0.857,0.0,False,False,,Ampol Foodary Pheasants Nest Southbound,Lot 12 Hume Hwy Pheasants Nest 2574,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00140,"133 Wyndham St Cnr Mcevoy St, Alexandria, NSW, 2015",0000022135,57.77,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary Alexandria,133 Wyndham St Cnr Mcevoy St Alexandria 2015,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00181,"1509-1511 Pittwater Rd, Sydney, 2101",0000022120,30.41,True,0.714,0.0,False,True,nearby_identity,Ampol Foodary Narrabeen,1509-1511 Pittwater Rd Narrabeen 2101,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00187,"153 Coreen Ave Cnr Castlereagh Rd, Penrith, NSW, 2750",0000022906,23.58,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary Penrith Coreen Ave,153 Coreen Ave Cnr Castlereagh Rd Penrith 2750,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00207,"164 Mona Vale Rd, St Ives, NSW, 2075",0000022895,3.77,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary St Ives,164 Mona Vale Rd St Ives 2075,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00256,"198 Great Western Highway, Hazelbrook, NSW, 2779",0000022545,66.76,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary Hazelbrook,198 Great Western Highway Hazelbrook 2779,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00312,"2072 Camden Valley Way, Edmondson Park, NSW, 2174",0000028491,90.8,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary Edmondson Park,2072 Camden Valley Way Edmondson Park 2174,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00323,"211 Lake Entrance Rd, Shellharbour City Centre, 2529",0000025118,442.48,True,1.0,0.0,False,True,exact_address_within_500m,AmpCharge Shellharbour Shopping Centre,211 Lake Entrance Rd Shellharbour City Centre 2529,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00476,"342 Kanahooka Rd, Brownsville, NSW, 2530",0000022256,13.53,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary Brownsville,342 Kanahooka Rd Brownsville 2530,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00513,"4 Defries Ave, Sydney, 2017",0000025107,6.07,True,0.667,0.0,False,True,nearby_identity,AmpCharge East Village Shopping Centre,4 Defries Ave Zetland 2017,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00575,"481 Princes Hwy, Sydney, 2232",0000020040,0.6,True,0.429,0.0,False,True,nearby_identity,Ampol Foodary Kirrawee,487 Princes Hwy Kirrawee 2232,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00600,"516 Punchbowl Rd Cnr Wangee Rd, Lakemba, NSW, 2195",0000022276,0.0,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary Lakemba,516 Punchbowl Rd Cnr Wangee Rd Lakemba 2195,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00643,"59-61 Pacific Hwy Cnr Unwin Rd, Waitara, NSW, 2077",0000022810,5.8,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary Waitara,59-61 Pacific Hwy Cnr Unwin Rd Waitara 2077,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00674,"67 Roberts Rd, Sydney, 2190",0000022794,311.12,False,0.273,0.0,False,False,,Ampol Foodary Greenacre,87-91 Roberts Rd Cnr Moondo St Greenacre 2190,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00680,"69-71 Central Coast Hwy, Gosford West, NSW, 2250",0000022582,101.67,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary Gosford West (Eastbound),69-71 Central Coast Hwy Gosford West 2250,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00702,"741 George St, Windsor, 2756",0000025567,41.13,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary Windsor South,741 George St Windsor South 2756,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00713,"78 Great Western Hwy Cnr Ross St, Glenbrook, NSW, 2773",0000028974,1.05,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary Glenbrook,78 Great Western Hwy Cnr Ross St Glenbrook 2773,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00747,"875 Richmond Rd, Marsden Park, NSW, 2765",0000022344,37.82,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary Marsden Park,875 Richmond Rd Marsden Park 2765,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00748,"87-91 Roberts Rd Cnr Moondo St, Greenacre, NSW, 2190",0000022794,0.21,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary Greenacre,87-91 Roberts Rd Cnr Moondo St Greenacre 2190,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00759,"895 South Dowling St, Sydney, 2017",0000025107,158.67,False,0.111,0.0,False,False,,AmpCharge East Village Shopping Centre,4 Defries Ave Zetland 2017,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00765,"9 Flinders St, Wollongong North, NSW, 2500",0000022128,12.68,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary Wollongong North,9 Flinders St Wollongong North 2500,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00774,"917-923 Old Northern Rd, Dural, NSW, 2158",0000028780,2.47,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary Dural,917-923 Old Northern Rd Dural 2158,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00792,"98-100 Windsor Rd Cnr Lombard Rd, Northmead, NSW, 2152",0000022427,7.08,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary Northmead,98-100 Windsor Rd Cnr Lombard Rd Northmead 2152,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00819,"Camden Valley Way &, Somerset Ave, Narellan NSW 2567",0000022761,438.42,False,0.182,0.0,True,False,,Ampol Foodary Narellan,Narellan Rd Cnr Maxwell Pl Narellan 2567,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00825,"Castlereagh Rd, Sydney, 2750",0000022906,21.92,True,0.333,0.0,False,True,nearby_identity,Ampol Foodary Penrith Coreen Ave,153 Coreen Ave Cnr Castlereagh Rd Penrith 2750,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00826,"Central Ave 2, Sydney, 2015",0000025106,39.66,True,0.667,0.0,False,True,nearby_identity,AmpCharge South Eveleigh Shopping Centre,2 Central Ave Eveleigh 2015,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00832,"Cnr Dunheved Rd & Henry Lawson Dr, Werrington, NSW, 2747",0000028569,53.47,True,1.0,0.0,False,True,nearby_identity,Ampol Foodary Werrington,Cnr Dunheved Rd & Henry Lawson Dr Werrington 2747,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00899,"M4 Motorway Westbound, Sydney, 2766",0000028577,0.03,True,0.571,0.0,False,True,nearby_identity,Ampol Foodary Eastern Creek Westbound,M4 Motorway Westbound Eastern Creek 2766,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00917,"NARELLAN RD CNR MAXWELL PL, Sydney, 2567",0000022761,49.75,True,0.857,0.0,False,True,nearby_identity,Ampol Foodary Narellan,Narellan Rd Cnr Maxwell Pl Narellan 2567,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00918,"Newbridge Road 216, Sydney, 2170",0000022397,14.41,True,0.667,0.0,False,True,nearby_identity,Ampol Foodary Moorebank,216 Newbridge Rd Moorebank 2170,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00926,"Pacific Hwy Cnr, 13-15 Costa Ave, Charmhaven NSW 2263",0000028820,189.84,True,1.0,0.0,False,False,,Ampol Foodary Charmhaven,13-15 Pacific Hwy Cnr Costa Ave Charmhaven 2263,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_00975,"Western Motorway, Sydney, 2766",0000028576,14.61,True,0.25,0.0,False,True,nearby_identity,Ampol Foodary Eastern Creek Eastbound,M4 Motorway Eastbound Eastern Creek 2766,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ampol,ev_01517,"392 Manns Road, West Gosford NSW 2250 Australia",0000022582,188.27,False,0.273,0.0,False,False,,Ampol Foodary Gosford West (Eastbound),69-71 Central Coast Hwy Gosford West 2250,Ampol,https://ampcharge.ampol.com.au/find-a-charging-station
ocm,ev_00002,"01 Wallgrove Road, Sydney, 2766",272521,65.14,True,0.3,0.0,False,False,,BP Pulse Eastern Creek,"BP Truckstop, Wallgrove Road & Old Wallgrove Road, Eastern Creek, 2766",BP Pulse (AU),https://openchargemap.org/site/poi/details/272521
ocm,ev_00003,"1 - 7 Ross St, Wilcannia NSW 2836, Australia",170824,29.23,True,0.1,0.0,False,True,nearby_identity,Armidale Visitors Centre,"82 Marsh Street, Armidale, 2350",NRMA,https://openchargemap.org/site/poi/details/170824
ocm,ev_00006,"1 Bay St, Sydney, 2037",100404,57.32,True,0.429,0.0,True,False,,Broadway Supercharger,"1 Bay Street, Broadway, 2007",Tesla (Tesla-only charging),https://openchargemap.org/site/poi/details/100404
ocm,ev_00017,"1 Frederick St, Sydney, 2064",272613,157.02,False,0.1,0.0,True,False,,TLE Electrical Artarmon,"65 Reserve Road, St Leonards, 2065",Chargefox,https://openchargemap.org/site/poi/details/272613
ocm,ev_00024,"1 Ingham Dr, Casula NSW 2170",272688,125.52,True,1.0,0.0,False,True,nearby_identity,Casula Mall,"1 Ingham Dr, Casula, 2170",Evie,https://openchargemap.org/site/poi/details/272688
ocm,ev_00036,"1 Park St, Sydney, 2103",192929,5.72,True,0.571,0.0,False,True,nearby_identity,Mona Vale library carpark [JOLT],"1 Park St, Mona Vale, 2103",Jolt,https://openchargemap.org/site/poi/details/192929
ocm,ev_00036,"1 Park St, Sydney, 2103",190757,63.93,True,0.222,0.0,False,False,,Mona Vale [JOLT],"2 Bungan St, Mona Vale, 2103",Jolt,https://openchargemap.org/site/poi/details/190757
ocm,ev_00037,"1 Perry St, Batemans Bay, 2536",157566,138.43,False,0.333,0.0,False,False,,Batemans Bay Visitor Centre [NRMA],"2A Beach Road, Batemans Bay, 2536",NRMA,https://openchargemap.org/site/poi/details/157566
ocm,ev_00037,"1 Perry St, Batemans Bay, 2536",190706,317.97,True,0.5,0.0,False,False,,Dan Murphy's,"51 Orient Street, Batemans Bay, 2536",Evie,https://openchargemap.org/site/poi/details/190706
ocm,ev_00037,"1 Perry St, Batemans Bay, 2536",209950,337.02,False,0.5,0.0,False,False,,Batemans Bay Regional Arts Aquatic & Leisure Centre [NRMA],"12 Vesper Street, Batemans Bay, 2536",NRMA,https://openchargemap.org/site/poi/details/209950
ocm,ev_00038,"1 Plunkett St, Sydney, 2065",272632,274.98,False,0.25,0.0,False,False,,Civic Plaza 88 Christie,"88 Christie St, St Leonards, 2065",Evie,https://openchargemap.org/site/poi/details/272632
ocm,ev_00060,"10 Winery Dr, Port Macquarie, 2444",79311,0.06,True,0.333,0.0,False,True,nearby_identity,Port Macquarie Supercharger [Tesla],"764 Pacific Highway, Port Macquarie, 2444",Tesla (Tesla-only charging),https://openchargemap.org/site/poi/details/79311
ocm,ev_00069,"1067 Oxley Hwy, Thrumster, 2444",172921,29.91,True,0.667,0.0,False,True,nearby_identity,Port Macquarie Service Centre [Chargefox],"1063 Oxley Highway, Thrumster, 2444",Chargefox,https://openchargemap.org/site/poi/details/172921
ocm,ev_00077,"10W Apsley St, Walcha NSW 2354, Australia",190682,56.66,True,0.111,0.0,False,False,,Brewarrina [NRMA],"50 Bathurst Street, Brewarrina, 2839",NRMA,https://openchargemap.org/site/poi/details/190682
ocm,ev_00080,"11 Ewingsdale Rd, Ewingsdale, 2481",190394,48.04,True,0.5,0.0,False,True,nearby_identity,The Farm Byron Bay [NRMA],"Ewingsdale Road, Ewingsdale",NRMA,https://openchargemap.org/site/poi/details/190394
ocm,ev_00087,"110 Anzac Pde, Sydney, 2033",190875,17.96,True,0.667,0.0,False,True,nearby_identity,Kensington [Jolt],"110 Anzac Pde, Kensington, 2033",Jolt,https://openchargemap.org/site/poi/details/190875
ocm,ev_00088,"1106 Barrenjoey Rd, Sydney, 2108",295979,23.48,True,0.429,0.0,False,True,nearby_identity,Barrenjoey Road,"Barrenjoey Road, Palm Beach, 2108",Jolt,https://openchargemap.org/site/poi/details/295979
ocm,ev_00092,"11-37 Alexandria Pde, Sydney, 2077",278525,215.61,False,0.083,0.0,False,False,,Ampol Waitara,"Corner Pacific Highway, Unwin Road, Waitara, 2077",Ampol AmpCharge,https://openchargemap.org/site/poi/details/278525
ocm,ev_00095,"116 Liverpool St, Scone, NSW 2337, Australia",190677,47.32,True,0.1,0.0,False,False,,Broken Hill [NRMA],"51 Bromide St, Broken Hill, 2880",NRMA,https://openchargemap.org/site/poi/details/190677
ocm,ev_00099,"1183-1187 The Horsley Dr, Sydney, 2164",272624,79.77,True,0.667,0.0,False,True,nearby_identity,ENGIE - Greenway Wetherill Park,"1183-1187 The Horsley Drive, Wetherill Park, 2164",Chargefox,https://openchargemap.org/site/poi/details/272624
ocm,ev_00100,"1183-1187 The Horsley Dr, Wetherill Park NSW 2164",272624,44.86,False,1.0,0.0,False,False,nearby_identity,ENGIE - Greenway Wetherill Park,"1183-1187 The Horsley Drive, Wetherill Park, 2164",Chargefox,https://openchargemap.org/site/poi/details/272624
ocm,ev_00103,"119 Stenhouse Drive, Cameron Park, 2285",266586,12.6,True,1.0,0.0,False,True,nearby_identity,EVIE Cameron Park,"119 Stenhouse Drive, Cameron Park, 2285",Evie,https://openchargemap.org/site/poi/details/266586
ocm,ev_00107,"12 Hume Hwy, Pheasants Nest, 2574",279180,236.16,True,0.857,0.0,False,False,,Ampol Foodary Pheasants Nest Southbound,"Lot 12 Hume Hwy, Pheasants Nest, 2574",Ampol AmpCharge,https://openchargemap.org/site/poi/details/279180
ocm,ev_00107,"12 Hume Hwy, Pheasants Nest, 2574",279179,346.16,True,0.556,0.0,False,False,,Ampol Foodary Pheasants Nest Northbound,"Lots 1 & 2 Hume Hwy, Pheasants Nest, 2574",Ampol AmpCharge,https://openchargemap.org/site/poi/details/279179
ocm,ev_00108,"12 Hume Hwy, Pheasants Nest, 2574",279179,87.73,True,0.556,0.0,False,True,nearby_identity,Ampol Foodary Pheasants Nest Northbound,"Lots 1 & 2 Hume Hwy, Pheasants Nest, 2574",Ampol AmpCharge,https://openchargemap.org/site/poi/details/279179
ocm,ev_00108,"12 Hume Hwy, Pheasants Nest, 2574",279180,290.48,True,0.857,0.0,False,False,,Ampol Foodary Pheasants Nest Southbound,"Lot 12 Hume Hwy, Pheasants Nest, 2574",Ampol AmpCharge,https://openchargemap.org/site/poi/details/279180
ocm,ev_00110,"12 Jacksons Rd, Warriewood NSW 2102",272615,183.25,False,0.667,0.0,True,False,,ENGIE - Warriewood Square,"12 Jacksons Road, Warriewood, 2101",Chargefox,https://openchargemap.org/site/poi/details/272615
ocm,ev_00118,"121 Princes Hwy, Wollongong, 2519",273425,146.39,False,0.375,0.0,False,False,,Fairy Meadow [bp pulse],"224 Princes Hwy, Fairy Meadow, 2519",BP Pulse (AU),https://openchargemap.org/site/poi/details/273425
ocm,ev_00124,"126 Mackay Ave, Yoogali, 2680",306015,55.29,True,0.5,0.0,False,True,nearby_identity,Griffith City Volkswagen,"Kurrajong Avenue, Yoogali, 2680",Chargefox,https://openchargemap.org/site/poi/details/306015
ocm,ev_00124,"126 Mackay Ave, Yoogali, 2680",306014,460.31,True,0.286,0.0,False,False,,Owen Toyota,"Owen Drive, Yoogali, 2680",Chargefox,https://openchargemap.org/site/poi/details/306014
ocm,ev_00125,"127 Conadilly St, Gunnedah, 2380",274452,196.93,False,0.3,0.0,False,False,,NRMA Fast Charger Gunnedah,"Kepreotes Carpark, 73 Little Barber Street, Gunnedah, 2380",(Unknown Operator),https://openchargemap.org/site/poi/details/274452
ocm,ev_00127,"128 Flood Street, Leichhardt NSW 2040",272673,225.24,True,1.0,0.0,False,True,exact_address_within_500m,Leichhardt Marketplace,"128 Flood Street, Leichhardt, 2040",Evie,https://openchargemap.org/site/poi/details/272673
ocm,ev_00134,"13125 Hume Hwy, Sutton Forest, 2577",238124,7.34,True,0.5,0.0,False,True,nearby_identity,Sally’s Corner,"Hume Hwy, Sutton Forest Service Centre",Evie,https://openchargemap.org/site/poi/details/238124
ocm,ev_00134,"13125 Hume Hwy, Sutton Forest, 2577",266620,488.89,False,0.0,0.0,True,False,,Exeter Supercharger,"Sallys Corner Rd, Exeter, 2579",Tesla (Tesla-only charging),https://openchargemap.org/site/poi/details/266620
ocm,ev_00137,"132 Pound Street, Grafton, 2460",190393,66.68,True,0.6,0.0,False,True,nearby_identity,Grafton Public Library,"Pound Street, Grafton",NRMA,https://openchargemap.org/site/poi/details/190393
ocm,ev_00141,"134 Lachlan St, Hay, 2711",190670,27.4,True,1.0,0.0,False,True,nearby_identity,Hay [NRMA],"134 Lachlan St, Hay, 2711",NRMA,https://openchargemap.org/site/poi/details/190670
ocm,ev_00142,"134 Lachlan St, Hay, 2711",190670,174.1,True,1.0,0.0,False,True,exact_address_within_500m,Hay [NRMA],"134 Lachlan St, Hay, 2711",NRMA,https://openchargemap.org/site/poi/details/190670
ocm,ev_00144,"134-136 Grafton St, Coffs Harbour, 2450",273433,15.6,True,0.444,0.0,False,True,nearby_identity,Coffs Harbour [bp pulse],"136 Pacific Highway, Coffs Harbour, 2450",BP Pulse (AU),https://openchargemap.org/site/poi/details/273433
ocm,ev_00155,"140 Queen St, Berry, 2535",161845,27.18,True,0.2,0.0,False,True,nearby_identity,Berry NRMA,Berry,NRMA,https://openchargemap.org/site/poi/details/161845
ocm,ev_00157,"141 Roselands Ave, Roselands NSW 2196",272617,79.65,False,0.333,0.0,False,False,,ENGIE - Roselands Shopping Centre,"24 Roselands Drive, Roselands, 2196",Chargefox,https://openchargemap.org/site/poi/details/272617
ocm,ev_00167,"149 Alison Rd, Sydney, 2031",272630,308.96,False,0.25,0.0,False,False,,Royal Randwick,"73 Belmore Road, Randwick, 2031",Evie,https://openchargemap.org/site/poi/details/272630
ocm,ev_00171,"15 Chancellors Dr, Thrumster, 2444",480398,53.64,True,0.429,0.0,False,False,,John Oxley Drive,"John Oxley Drive, Thrumster, 2444",Tesla (including non-tesla),https://openchargemap.org/site/poi/details/480398
ocm,ev_00171,"15 Chancellors Dr, Thrumster, 2444",172920,86.27,False,0.429,0.0,False,False,,Sovereign Place [NRMA],"John Oxley Drive, Thrumster, 2444",NRMA,https://openchargemap.org/site/poi/details/172920
ocm,ev_00180,"15 Victory St, Braidwood, NSW 2622, Australia",190679,1.61,True,0.111,0.0,False,True,nearby_identity,Cobar [NRMA],"3 Broomfield Street, Cobar, 2835",NRMA,https://openchargemap.org/site/poi/details/190679
ocm,ev_00187,"153 Coreen Ave Cnr Castlereagh Rd, Penrith, NSW, 2750",274056,25.04,True,0.625,0.0,False,True,nearby_identity,Ampol Foodary Penrith,"153 Coreen Ave, Penrith, 2750",Ampol AmpCharge,https://openchargemap.org/site/poi/details/274056
ocm,ev_00192,"15620 Hume Hwy, Marulan, 2579",238125,27.82,True,0.5,0.0,False,True,nearby_identity,Marulan Roadhouse Southbound,"15597 Hume Hwy, Marulan",BP Pulse (AU),https://openchargemap.org/site/poi/details/238125
